organism_full,std_status,std_tested_list,std_missing_list,count
Enterobacter spp.,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists, Lipopeptides",4.0
Enterobacter spp.,Missing 3,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Carbapenems, Cephalosporins, Lipopeptides",3.0
Enterobacter spp.,Missing 3,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Lipopeptides",3.0
Enterobacter spp.,Missing 3,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides","Folate pathway antagonists, Penicillins, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 3,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists, Penicillins",1.0
Enterobacter spp.,Missing 3,"Aminoglycosides, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Folate pathway antagonists",1.0
Enterobacter spp.,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides","Aminoglycosides, Penicillins, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 3,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins","Aminoglycosides, Lipopeptides, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists","Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",279.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones","Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",260.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Î²-lactam combination agents","Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",199.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins",114.0
Enterobacter spp.,Missing 4,"Carbapenems, Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Lipopeptides, Penicillins",105.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins","Carbapenems, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",102.0
Enterobacter spp.,Missing 4,"Carbapenems, Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Folate pathway antagonists, Lipopeptides, Penicillins",58.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Cephalosporins, Penicillins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",45.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins","Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",22.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins",17.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Carbapenems, Fluoroquinolones, Î²-lactam combination agents","Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",13.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins","Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",11.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Carbapenems, Lipopeptides, Penicillins, Î²-lactam combination agents",10.0
Enterobacter spp.,Missing 4,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Lipopeptides, Penicillins",7.0
Enterobacter spp.,Missing 4,"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides","Aminoglycosides, Fluoroquinolones, Penicillins, Î²-lactam combination agents",6.0
Enterobacter spp.,Missing 4,"Carbapenems, Cephalosporins, Penicillins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",6.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins","Carbapenems, Cephalosporins, Lipopeptides, Î²-lactam combination agents",3.0
Enterobacter spp.,Missing 4,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Lipopeptides, Penicillins, Î²-lactam combination agents",3.0
Enterobacter spp.,Missing 4,"Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins",3.0
Enterobacter spp.,Missing 4,"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins","Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 4,"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides","Aminoglycosides, Folate pathway antagonists, Penicillins, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 4,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins","Aminoglycosides, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 4,"Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides",2.0
Enterobacter spp.,Missing 4,"Cephalosporins, Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides",2.0
Enterobacter spp.,Missing 4,"Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins",1.0
Enterobacter spp.,Missing 4,"Carbapenems, Fluoroquinolones, Penicillins, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides",1.0
Enterobacter spp.,Missing 5,"Cephalosporins, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",64.0
Enterobacter spp.,Missing 5,"Carbapenems, Cephalosporins, Folate pathway antagonists","Aminoglycosides, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",54.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Carbapenems, Cephalosporins","Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",46.0
Enterobacter spp.,Missing 5,"Carbapenems, Cephalosporins, Î²-lactam combination agents","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",20.0
Enterobacter spp.,Missing 5,"Cephalosporins, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins",16.0
Enterobacter spp.,Missing 5,"Carbapenems, Cephalosporins, Fluoroquinolones","Aminoglycosides, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",12.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Folate pathway antagonists, Penicillins","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",8.0
Enterobacter spp.,Missing 5,"Carbapenems, Fluoroquinolones, Folate pathway antagonists","Aminoglycosides, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents",8.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Cephalosporins, Î²-lactam combination agents","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",5.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Carbapenems, Fluoroquinolones","Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",4.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Fluoroquinolones, Penicillins","Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",4.0
Enterobacter spp.,Missing 5,"Carbapenems, Cephalosporins, Penicillins","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",4.0
Enterobacter spp.,Missing 5,"Carbapenems, Fluoroquinolones, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins",4.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Cephalosporins, Fluoroquinolones","Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",3.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Cephalosporins, Penicillins","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",3.0
Enterobacter spp.,Missing 5,"Cephalosporins, Folate pathway antagonists, Penicillins","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",3.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Carbapenems, Î²-lactam combination agents","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",2.0
Enterobacter spp.,Missing 5,"Carbapenems, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins",2.0
Enterobacter spp.,Missing 5,"Cephalosporins, Folate pathway antagonists, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins",2.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists","Carbapenems, Cephalosporins, Lipopeptides, Penicillins, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 5,"Aminoglycosides, Penicillins, Î²-lactam combination agents","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",1.0
Enterobacter spp.,Missing 5,"Carbapenems, Folate pathway antagonists, Penicillins","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 5,"Carbapenems, Penicillins, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",1.0
Enterobacter spp.,Missing 5,"Folate pathway antagonists, Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides",1.0
Enterobacter spp.,Missing 6,"Aminoglycosides, Folate pathway antagonists","Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",61.0
Enterobacter spp.,Missing 6,"Cephalosporins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",33.0
Enterobacter spp.,Missing 6,"Carbapenems, Folate pathway antagonists","Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",30.0
Enterobacter spp.,Missing 6,"Penicillins, Î²-lactam combination agents","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",20.0
Enterobacter spp.,Missing 6,"Aminoglycosides, Penicillins","Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",10.0
Enterobacter spp.,Missing 6,"Carbapenems, Cephalosporins","Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",6.0
Enterobacter spp.,Missing 6,"Carbapenems, Î²-lactam combination agents","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",4.0
Enterobacter spp.,Missing 6,"Fluoroquinolones, Penicillins","Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",3.0
Enterobacter spp.,Missing 6,"Aminoglycosides, Cephalosporins","Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 6,"Carbapenems, Fluoroquinolones","Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 6,"Carbapenems, Lipopeptides","Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 6,"Cephalosporins, Fluoroquinolones","Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 6,"Cephalosporins, Folate pathway antagonists","Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 6,"Aminoglycosides, Carbapenems","Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 6,"Cephalosporins, Penicillins","Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 6,"Folate pathway antagonists, Lipopeptides","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 7,Carbapenems,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",45.0
Enterobacter spp.,Missing 7,Cephalosporins,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",39.0
Enterobacter spp.,Missing 7,Aminoglycosides,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",17.0
Enterobacter spp.,Missing 7,Penicillins,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Î²-lactam combination agents",5.0
Enterobacter spp.,Missing 7,Î²-lactam combination agents,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",4.0
Enterobacter spp.,Missing 7,Folate pathway antagonists,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Î²-lactam combination agents",2.0
Enterobacter spp.,Missing 7,Fluoroquinolones,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",1.0
Enterobacter spp.,Missing 8,,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Î²-lactam combination agents",25.0
Enterococcus faecalis,Complete,"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Tetracyclines",,19929.0
Enterococcus faecalis,Missing 1,"Fluoroquinolones, Glycopeptides, Penicillins, Tetracyclines",Macrolides,14565.0
Enterococcus faecalis,Missing 1,"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",Tetracyclines,8034.0
Enterococcus faecalis,Missing 1,"Glycopeptides, Macrolides, Penicillins, Tetracyclines",Fluoroquinolones,6327.0
Enterococcus faecalis,Missing 1,"Fluoroquinolones, Macrolides, Penicillins, Tetracyclines",Glycopeptides,3552.0
Enterococcus faecalis,Missing 1,"Fluoroquinolones, Glycopeptides, Macrolides, Tetracyclines",Penicillins,310.0
Enterococcus faecalis,Missing 2,"Fluoroquinolones, Glycopeptides, Penicillins","Macrolides, Tetracyclines",35967.0
Enterococcus faecalis,Missing 2,"Glycopeptides, Macrolides, Penicillins","Fluoroquinolones, Tetracyclines",9353.0
Enterococcus faecalis,Missing 2,"Glycopeptides, Penicillins, Tetracyclines","Fluoroquinolones, Macrolides",7595.0
Enterococcus faecalis,Missing 2,"Fluoroquinolones, Macrolides, Tetracyclines","Glycopeptides, Penicillins",3030.0
Enterococcus faecalis,Missing 2,"Macrolides, Penicillins, Tetracyclines","Fluoroquinolones, Glycopeptides",1233.0
Enterococcus faecalis,Missing 2,"Fluoroquinolones, Penicillins, Tetracyclines","Glycopeptides, Macrolides",1063.0
Enterococcus faecalis,Missing 2,"Fluoroquinolones, Macrolides, Penicillins","Glycopeptides, Tetracyclines",970.0
Enterococcus faecalis,Missing 2,"Fluoroquinolones, Glycopeptides, Tetracyclines","Macrolides, Penicillins",856.0
